TESTNAME,SUBTESTNAME,SUBSUBTESTNAME,DESCRIPTION,FUNCTION,TIMEOUT,PARAM1,PARAM2,UNIT,LOW,HIGH,KEY,VAL,FAIL_COUNT
Charger,HCCM_CurrServo,IBAT_(3)_PG,measure battery current,hccm.HCCM_Current_servo,10000,BATT_CURRENT_BIG,3,mA,-4370,-3510,{{station}},--PASS--NOPDCA--PG,
Charger,HCCM_CurrServo,Check_CC_LOOP_Flag(3),check CC Loop flag,averagecoilcurrent.diags_parse_bit,10000,i2c -z 2 -d 0x08 0x75 0x1525 1,0,,,,,,
Charger,HCCM_CurrServo,Ratio_Measure(3),< 0x1C21~23>/< 0x1C24~26>,hccm.HCCM_Current_servo,10000,cmd1=i2c -z 2 -d 0x08 0x75 0x1c21 3;cmd2=i2c -z 2 -d 0x08 0x75 0x1c24 3,measure,,80,100,,,
Charger,HCCM_CurrServo,IBAT_LSB(2_3),(<IBAT(2) - IBAT(3)>)/(<ICHG_HOST(2) - ICHG_HOST(3)>),hccm.HCCM_Current_servo,10000,BATT_CURRENT_BIG,result2_3,,5.9,7.1,,,
Charger,HCCM_CurrServo,PPVBUS_USB_FB_Disconnect_1,disconnected power board PPVBUS_USB feedback,relay.relay,10000,PPVBUS_FB,DISCONNECT,,,,,,
Charger,HCCM_CurrServo,Set_VBUS_To_5V,set PPVBUS to 5V,powerboard.setusbmainvolt,10000,5,,,,,,,
Charger,HCCM_CurrServo,CC_Disconn_1,disconnected cc,relay.relay,10000,VDM_CC1,DISCONNECT,,,,,,
Charger,HCCM_CurrServo,DELAY_1000MS_2,delay 1000ms,delay.delay,10000,1000,,ms,,,,,
Charger,HCCM_CurrServo,Change_5V0_To_EXT,change VDM 5V to PP_EXT,fixture.sendcmd,10000,change tx source voltage(1*5000*3500*PP_HVE),ACK,,,,,,
Charger,HCCM_CurrServo,VDM_CC1_TO_ACE_CC1_2,VDM_CC1 connected to ACE_CC1,relay.relay,10000,VDM_CC1,TO_ACE_CC1,,,,,,
Charger,HCCM_CurrServo,DELAY_1000MS_3,delay 1000ms,delay.delay,10000,1000,,ms,,,,,


Charger,HCCM_TopOff,Set_VBAT_to_3.9V,set VBAT to 3.9V,powerboard.setbattvolt,10000,3.9,,,,,,,
Charger,HCCM_TopOff,DELAY_100MS_1,delay 100ms,delay.delay,10000,100,,ms,,,,,
Charger,HCCM_TopOff,VDM_Volt_Setting@5V,check the VDM negotiate result,fixture.contract_info,10000,show tps register by addr(0x34),,mV,5000,5000,,,
Charger,HCCM_TopOff,Set_Vbus_limit_5V3A,set 5v usb current limit 3000mA,dut.diags,10000,charge --setma 3000 --setmv 5000,,,,,,,
Charger,HCCM_TopOff,DELAY_1000MS_1,delay 1000ms,delay.delay,10000,1000,,ms,,,,,
Charger,HCCM_TopOff,Set_Vbus_5V,set power board VBUS to 5V,powerboard.setusbmainvolt,10000,5,,,,,,,
Charger,HCCM_TopOff,PPVBUS_FB_Connect_5V,connected power board PPVBUS’s feedback to 5V,powerboard.vbus_fb_connect,10000,5,,,,,,,
Charger,HCCM_TopOff,ChecK_VBUS_Setting_5V,check power board VBUS output voltage setting,powerboard.vbus_check,10000,5,,mV,,,,,
Charger,HCCM_TopOff,Set_VBAT_4V15,set VBAT to 4.15V,powerboard.setbattvolt,10000,4.15,,,,,,,
Charger,HCCM_TopOff,Enter_HCCM_Mode,potomac enter HCCM mode,dut.diags,10000,i2c -z 2 -v 0x08 0x75 0x1c19 0x00,,,,,,,
Charger,HCCM_TopOff,VSET_HOST_4V2,charger control VSET value set 0x1B4C is MSB 0x1B4D is LSB(2.5V+0.78125mV*VSET),dut.diags,10000,i2c -z 2 -v 0x08 0x75 0x1B4C 0x08;i2c -z 2 -v 0x08 0x75 0x1B4D 0x80,,,,,,,
Charger,HCCM_TopOff,ICHG_HOST_3.1A,charge current setting 0x1B4A is MSB 0x1B4B is LSB(6.45mA*ICHG_HOST),dut.diags,10000,i2c -z 2 -v 0x08 0x75 0x1B4A 0x01;i2c -z 2 -v 0x08 0x75 0x1B4B 0xE1,,,,,,,
Charger,HCCM_TopOff,Assert_ACK_To_Potomac,assert a HCCM mode ack,dut.diags,10000,i2c -z 2 -v 0x08 0x75 0x1C1A 0x01,,,,,,,
Charger,HCCM_TopOff,Check_HCCM_Flag,battery switch active state check,averagecoilcurrent.diags_parse_bit,10000,i2c -z 2 -d 0x08 0x75 0x1C16 1,7,,1,1,,,
Charger,HCCM_TopOff,VSET_HOST_Loop,"VBATT set from 4.15~4.25 step 0.001 each time measure the IBATT if in [950, 1050]mA then record IBAT and break",hccm.HCCM_CV,1000000,vbat_loop,1,mA,,,,,
Charger,HCCM_TopOff,PPVCC_MAIN_SNS_Voltage_Pre,measure_PPVCC_MAIN_voltage_TP9347,hccm.HCCM_CV,10000,VCC_MAIN_1,,mV,4160,4244,,,
Charger,HCCM_TopOff,Check_CV_LOOP_Flag,CV loop combined flag check,averagecoilcurrent.diags_parse_bit,10000,i2c -z 2 -d 0x08 0x75 0x1522 1,5,,,,,,
Charger,HCCM_TopOff,PPVBATT_Volt_R,measure PPVBATT voltage,hccm.HCCM_CV,10000,PPVBATT_Volt_R,,mV,4110,4240,,,
Charger,HCCM_TopOff,PPVCC_MAIN_SNS_Volt_R,measure_PPVCC_MAIN_voltage_TP9347,hccm.HCCM_CV,10000,PPVCC_MAIN_Volt_R,,mV,4160,4244,,,
Charger,HCCM_TopOff,Calculate_R,(<PPVCC_MAIN> - <PPVBATT>)/IBATT,hccm.HCCM_CV,10000,Fact__R,,ohm,0.01,0.03,,,
Charger,HCCM_TopOff,BATT_Switch_Temp,potomac read battery_switch_temp,dut.diags_parse,10000,pmuadc --sel potomac --read battery_switch_temp,,,0,100,,,
Charger,HCCM_TopOff,VSET_HOST2,VSET_HOST = 4.35+IBAT*Calculate_R/1000; VSET_HOST_HEX = (VSET_HOST - 2.5)*1000/0.78125; write the VSET_HOST_HEX to 0x1B4C and 0x1B4D,hccm.HCCM_CV,10000,VSET_HOST_HEX,,,,,,,
Charger,HCCM_TopOff,ICHG_HOST_3.1A_Post,charge current setting 0x1B4A is MSB 0x1B4B is LSB(6.45mA*ICHG_HOST),dut.diags,10000,i2c -z 2 -v 0x08 0x75 0x1B4A 0x01;i2c -z 2 -v 0x08 0x75 0x1B4B 0xE1,,,,,,,
Charger,HCCM_TopOff,Set_VBAT_4V35,set VBATT to 4.35V,powerboard.setbattvolt,10000,4.35,,,,,,,
Charger,HCCM_TopOff,Check_HCCM_Flag_Post,battery switch active state check,averagecoilcurrent.diags_parse_bit,10000,i2c -z 2 -d 0x08 0x75 0x1C16 1,7,,1,1,,,
Charger,HCCM_TopOff,Check_CV_LOOP_Flag_Post,CV loop combined flag check,averagecoilcurrent.diags_parse_bit,10000,i2c -z 2 -d 0x08 0x75 0x1522 1,5,,1,1,,,
Charger,HCCM_TopOff,IBAT_Post,measure battery current,dmm.dmm,10000,BATT_CURRENT_BIG,,mA,-5000,50,,,
Charger,HCCM_TopOff,PPVCC_MAIN_SNS_Voltage_Post,measure_PPVCC_MAIN_voltage_TP9347,hccm.HCCM_CV,10000,VCC_MAIN_2,,mV,4250,4500,,,
Charger,HCCM_TopOff,HCCM_TOP_OFF_VSET_HOST_LSB,(<PPVCC_MAIN_Voltage_Post> - <PPVCC_MAIN_SNS_Voltage_Pre>)/(VSET_HOST2 - 2176),hccm.HCCM_CV,10000,LSB,,,0.5,1.1,,,
Charger,HCCM_TopOff,PP5V0_OFF,disconnected 5V from VDM,relay.relay,10000,PP_5V0_VDM,DISCONNECT,,,,,,
Charger,HCCM_TopOff,PPVBUS_OFF,turn off power board PPVBUS output,relay.relay,10000,VBUS_OUTPUT_CTL,OFF,,,,,,
Charger,HCCM_TopOff,PPVBUS_USB_FB_Disconnect_1,disconnected power board PPVBUS_USB feedback,relay.relay,10000,PPVBUS_FB,DISCONNECT,,,,,,

Charger,HCCM_TopOff,PPVBUS_USB_PWR_Dis,disconnected power board PPVBUS_USB_PWR,relay.relay,10000,PPVBUS_USB_PWR,DISCONNECT,,,,,,
Charger,HCCM_TopOff,CC_Disconn,disconnected cc,relay.relay,10000,VDM_CC1,DISCONNECT,,,,,,
Charger,HCCM_TopOff,Change_5V0_To_PP5V0,change VDM 5V to PP_EXT 5V0,fixture.sendcmd,10000,change tx source voltage(1*5000*3500*PP_5V_00),ACK,,,,,,
Charger,HCCM_TopOff,Set_PP5V0_To_5V,set power board PP5V0 output 5V,powerboard.setvolt_PP5V0,10000,5,,,,,,,
Charger,HCCM_TopOff,PP5V_To_VDM,PP5V0 connected to VDM,relay.relay,10000,PP_5V0_VDM,CONNECT,,,,,,
Charger,HCCM_TopOff,PPVBUS_ON,PPVBUS output on,relay.relay,10000,VBUS_OUTPUT_CTL,ON,,,,,,
Charger,HCCM_TopOff,15V_To_VDM,connected power board PPVBUS 15V to VDM PP_EXT,relay.relay,10000,PPVBUS_USB_PWR,TO_PP_EXT,,,,,,
Charger,HCCM_TopOff,VDM_CC1_TO_ACE_CC1,VDM_CC1 connected to ACE_CC1,relay.relay,10000,VDM_CC1,TO_ACE_CC1,,,,,,
Charger,HCCM_TopOff,DELAY_1000MS_2,delay 1000ms,delay.delay,10000,1000,,ms,,,,,

Charger,HCCM_TopOff,ACE_SRDY,ace reset,dut.diags,10000,"ace --pick usbc --4cc SRDY --txdata ""0x00"" --rxdata 0",,,,,,,
Charger,HCCM_TopOff,Turn_On_Led,turn on backlight,dut.diags,10000,pmurw -w 0xA000 0x0;bl -h,,,,,,,
Charger,HCCM_TopOff,Set_LED_IDAC_Mode,set LED to IDAC mode,dut.diags,10000,pmurw -w 0xA001 0x44 0x61 0x76 0x65;pmurw -w 0xA000 0x01;pmurw -w 0x1E11 0x2A,,,,,,,
Charger,HCCM_TopOff,PPLED_Current_Set,set PPLED current to max,dut.diags,10000,pmurw -w 0x1E00 0x3F;pmurw -w 0x1E01 0x02,,,,,,,
Charger,HCCM_TopOff,Set_BackLight_Idac_Full,set backlight IDAC mode to full,dut.diags,10000,pmurw -w 0x1E00 0xFF;pmurw -w 0x1E01 0x07;wait 150,,,,,,,
Charger,HCCM_TopOff,Set_USB_ilimit_100mA@5V,set 5v usb current limit 100mA,dut.diags,10000,charge --setma 100 --setmv 5000,,,,,,,
Charger,HCCM_TopOff,DELAY_100MS_2,delay 100ms,delay.delay,10000,100,,ms,,,,,
Charger,HCCM_TopOff,Set_VBAT_3V9,Set VBATT to 3.9V,powerboard.setbattvolt,10000,3.9,,,,,,,
Charger,HCCM_TopOff,Set_Vbus_5V_1,set power board VBUS to 5V,powerboard.setusbmainvolt,10000,12,,,,,,,
Charger,HCCM_TopOff,DELAY_100MS_3,delay 100ms,delay.delay,10000,100,,ms,,,,,
Charger,HCCM_TopOff,Set_USB_ilimit_100mA@12V,set 5v usb current limit 100mA,dut.diags,10000,charge --setma 100 --setmv 12000,,,,,,,
Charger,HCCM_TopOff,DELAY_100MS_Get_Contract,delay 100ms,delay.delay,10000,100,,ms,,,,,
Charger,HCCM_TopOff,SET_ISET_BUCK_3000mA@12V,,dut.diags,10000,i2c -z 2 -v 0x08 0x75 0x1939 0xB0,,,,,,,
Charger,HCCM_TopOff,Set_VBAT_4V3@12V3000mA,set VBAT to 4.3V,powerboard.setbattvolt,10000,4.3,,,,,,,
Charger,HCCM_TopOff,PPVCC_MAIN_To_Elaod1,connected PPVCC_MAIN to Eload1,relay.relay,10000,ELOAD_INPUT1_TO,PPVCC_MAIN,,,,,,
Charger,HCCM_TopOff,Enable_Eload1,enable elaod,fixture.sendcmd,10000,eload enable(1),,,,,,,
Charger,HCCM_TopOff,Set_Eload1_1000mA,set Eload 1 to 1000mA,powerboard.set_ccload,10000,eload set(1*cc*1000),,,,,,,
Charger,HCCM_TopOff,DELAY_200MS_1,delay 200ms,delay.delay,10000,200,,ms,,,,,
Charger,HCCM_TopOff,Set_Eload1_1500mA,set Eload 1 to 1500mA,powerboard.set_ccload,10000,eload set(1*cc*1500),,,,,,,
Charger,HCCM_TopOff,DELAY_200MS_2,,delay.delay,10000,200,,ms,,,,,
Charger,HCCM_TopOff,Set_Eload1_2000mA,set Eload 1 to 2000mA,powerboard.set_ccload,10000,eload set(1*cc*2000),,,,,,,
Charger,HCCM_TopOff,Set_VBUS_To_12V,set VBUS to 12V,powerboard.setusbmainvolt,10000,12,,,,,,,
Charger,HCCM_TopOff,PPVBUS_FB_Connect@12V,connected power board PPVBUS’s feedback to 12V,powerboard.vbus_fb_connect,10000,12,,,,,,,
Charger,HCCM_TopOff,DELAY_100MS_4,delay 100ms,delay.delay,10000,100,,ms,,,,,
Charger,HCCM_TopOff,ChecK_VBUS_Setting_12V,check power board VBUS output voltage setting,powerboard.vbus_check,10000,12,,mV,,,,,
Charger,HCCM_TopOff,Enter_HCCM_MODE@12V,,dut.diags,10000,i2c -z 2 -v 0x08 0x75 0x1c19 0x00;i2c -z 2 -d 0x08 0x75 0x1524 1,,,,,,,
Charger,HCCM_TopOff,Assert_ACK_To_Potomac@12V,assert a HCCM mode ack,dut.diags,10000,i2c -z 2 -v 0x08 0x75 0x1C1A 0x01,,,,,,,
Charger,HCCM_TopOff,Check_HCCM_Flag@12V,battery switch active state check,averagecoilcurrent.diags_parse_bit,10000,i2c -z 2 -d 0x08 0x75 0x1C16 1,7,,1,1,,,
Charger,HCCM_TopOff,Set_GAIN_10_3000mA@12V,set fixture power board measure instrument OPA gain,dmm.set_ad8253_gain,10000,10,target_current,,,,,,
Charger,HCCM_TopOff,VDM_Volt_Setting@12V,check the VDM negotiate result,fixture.contract_info,10000,show tps register by addr(0x34),,mV,12000,12000,,,
Charger,HCCM_TopOff,Faulty_Adaptor_Detected@15V2500mA,check the 0x1520bit6==0,averagecoilcurrent.diags_parse_bit,10000,i2c -z 2 -d 0x08 0x75 0x1520 1,6,,0,0,,,
Charger,HCCM_TopOff,HV_Charge_Entered@15V2500mA,check the 0x1520bit1==1,averagecoilcurrent.diags_parse_bit,10000,i2c -z 2 -d 0x08 0x75 0x1520 1,1,,1,1,,,
Charger,HCCM_TopOff,READ_ISET_BUCK_Actual_3000mA@12V,,dut.diags_parse,10000,i2c -z 2 -d 0x08 0x75 0x193D 1,NOPDCA,,--PASS--NOPDCA--0xB0,--PASS--NOPDCA--0xB0,,,
Charger,HCCM_TopOff,PPVBUS_PROT_3000mA@12V,measure the PPVBUS_PROT voltage,currenttrim.dmm,10000,PPVBUS_PROT,,mV,11500,12200,,,
Charger,HCCM_TopOff,PPVBUS_FB_3000mA@12V,measure_PPVBUS_USB_CONN_voltage_TP93D5,dmm.dmm,10000,PPVBUS_USB_CONN,,mV,11500,12200,,,
Charger,HCCM_TopOff,USB_CURRENT_3000mA@12V,measure PPVBUS_USB current,currenttrim.save_usb_curr,10000,USB_TARGET_CURRENT,ma=3000*mv=12000,mA,2400,3200,,,
Charger,HCCM_TopOff,12V_USB_CAL_CURRENT,,currenttrim.get_curr_data,10000,mv=12000,<<12V_HCCM_12V_USB_CAL_CURRENT>>,,,,,,
Charger,HCCM_TopOff,CBAT_WRITE,,currenttrim.cbat_write,10000,,,,,,,,
Charger,HCCM_TopOff,CBAT_CHECK,,currenttrim.cbat_read,10000,,,,,,,,
Charger,HCCM_TopOff,Ilimit_3000mA@12V,potomac CHG_STATUS_D reading,averagecoilcurrent.nopdca_parse_bit,10000,i2c -z 2 -d 0x08 0x75 0x1523 1,6,,,,,,
Charger,HCCM_TopOff,Check_IAVG_LOOP_Flag_12V@3000mA,CV loop combined flag check,averagecoilcurrent.diags_parse_bit,10000,i2c -z 2 -d 0x08 0x75 0x1524 1,6,,,,,,
Charger,HCCM_TopOff,Check_CC_LOOP_Flag_12V@3000mA,CC loop combined flag check,averagecoilcurrent.diags_parse_bit,10000,i2c -z 2 -d 0x08 0x75 0x1525 1,0,,,,,,
Charger,HCCM_TopOff,Check_CV_LOOP_Flag_12V@3000mA,limiting charging current,averagecoilcurrent.diags_parse_bit,10000,i2c -z 2 -d 0x08 0x75 0x1522 1,5,,,,,,
Charger,HCCM_TopOff,Potomac_Read_All_12V@3000mA,reading all potomac status for debug,dut.diags,10000,pmuadc --sel potomac --read,,,,,,,
Charger,HCCM_TopOff,Potomac_Mid_Temp_12V@3000mA,potomac read mid_temp,averagecoilcurrent.diags_parse,10000,pmuadc --sel potomac --read mid_die_temp,,C,,,,,
Charger,HCCM_TopOff,ibuck_ph0_3000mA@12V,potomac read ibuck_ph0,currenttrim.diags_parse,10000,pmuadc --sel potomac --read ibuck_ph0,ibuck_ph0,mA,2800,4200,,,
Charger,HCCM_TopOff,ibuck_ph1_3000mA@12V,potomac read ibuck_ph1,currenttrim.diags_parse,10000,pmuadc --sel potomac --read ibuck_ph1,ibuck_ph1,mA,2800,4200,,,
Charger,HCCM_TopOff,vsys_lo_3000mA@12V,potomac read vsys_lo,currenttrim.diags_parse,10000,pmuadc --sel potomac --read vsys_lo,vsys_lo,mV,,,,,
Charger,HCCM_TopOff,Potomac_PPVCC_BATT_Debug,potomac read vbat,dut.diags_parse,10000,pmuadc --sel potomac --read vbat,,mV,,,,,
Charger,HCCM_TopOff,PotomacRead_chg_buck_temp_1,PotomacRead_chg_buck_temp,dut.diags_parse,10000,pmuadc --sel potomac --read chg_buck_temp,,C,,,,,
Charger,HCCM_TopOff,PotomacRead__mid_die_temp_1,PotomacRead__mid_die_temp,dut.diags_parse,10000,pmuadc --sel potomac --read mid_die_temp,,C,,,,,
Charger,HCCM_TopOff,Charger_efficiency_3000mA@12V,eff=((ibuck_ph0+ibuck_ph1)*vsys_lo)/(IBUS*PROT),currenttrim.charge_eff,10000,,,%,75,95,,,
Charger,HCCM_TopOff,Check_THRCTL_STATUS_A@12V3000mA,Check_THRCTL_STATUS_A,averagecoilcurrent.diags_parse,10000,i2c -z 2 -d 0x08 0x75 0x1620 1,,,,,,,
Charger,HCCM_TopOff,Check_ THRCTL_EVENT_A@12V3000mA,Check_ THRCTL_EVENT_A,averagecoilcurrent.diags_parse,10000,i2c -z 2 -d 0x08 0x75 0x1610 1,,,,,,,
Charger,HCCM_TopOff,Check_HCCM_Flag_End,battery switch active state check,averagecoilcurrent.diags_parse_bit,10000,i2c -z 2 -d 0x08 0x75 0x1C16 1,7,,1,1,,,
Charger,HCCM_TopOff,Exit_HCCM_Mode,exit HCCM mode,dut.diags,10000,i2c -z 2 -v 0x08 0x75 0x1c19 0x01,,,,,,,
Charger,HCCM_TopOff,Check_HCCM_Flag_Exit,battery switch active state check,averagecoilcurrent.diags_parse_bit,10000,i2c -z 2 -d 0x08 0x75 0x1C16 1,7,,0,0,,,
Charger,HCCM_TopOff,Set_Eload1_0mA,set Eload 1 to 0mA,fixture.sendcmd,10000,eload set(1*cc*0),,,,,,,
Charger,HCCM_TopOff,Eload_Disable,disable elaod 1,fixture.sendcmd,10000,eload disable(1),,,,,,,
Charger,HCCM_TopOff,PPVCC_MAIN_Disconnect_Eload,disconnect the PPVCC_MAIN from Eload,relay.relay,10000,ELOAD_INPUT1_TO,DISCONNECT,,,,,,
Charger,HCCM_TopOff,PPVBUS_USB_FB_Disconnect@12V3000mA,disconnect power board PPVBUS feed back,relay.relay,10000,PPVBUS_FB,DISCONNECT,,,,,,
Charger,HCCM_TopOff,BackLight_Turn_Off,turn off backlight,dut.diags,10000,pmurw -w 0xA000 0x0;bl -o,,,,,,,
Charger,HCCM_TopOff,Set_VBUS_To_5V,set PPVBUS to 5V,powerboard.setusbmainvolt,10000,5,,,,,,,
Charger,HCCM_TopOff,CC_Disconn_1,disconnect CC,relay.relay,10000,VDM_CC1,DISCONNECT,,,,,,
Charger,HCCM_TopOff,DELAY_1000MS_3,delay 1000ms,delay.delay,10000,1000,,ms,,,,,
Charger,HCCM_TopOff,Change_5V0_To_EXT,change VDM 5V to PP_EXT,fixture.sendcmd,10000,change tx source voltage(1*5000*3500*PP_HVE),ACK,,,,,,
Charger,HCCM_TopOff,VDM_CC1_TO_ACE_CC1_2,VDM_CC1 connected to ACE_CC1,relay.relay,10000,VDM_CC1,TO_ACE_CC1,,,,,,
Charger,HCCM_TopOff,DELAY_1000MS_4,delay 1000ms,delay.delay,10000,1000,,ms,,,,,
Charger,HCCM_End,Set_VBAT_to_4.3V,set battery voltage to 4.3v,powerboard.setbattvolt,10000,4.3,,,,,,,
Charger,HCCM_End,Select_strobe_64mS,Select_strobe_64mS,dut.diags,10000,i2c -z 2 -v 0x08 0x75 0x1AC5 0x06,,,,,,,
Charger,HCCM_End,STE_WD_TIMEOUT_THR_10S,STE_WD_TIMEOUT_THR_10S,dut.diags,10000,i2c -z 2 -v 0x08 0x75 0x1AC0 0x9D,,,,,,,



USBC,MLB_Source_USB3,Check_DUT_Sink,check ACE is sink or not,averagecoilcurrent.Only_W_parse_bit,10000,ace -r 0x35,3,,,,,,
USBC,MLB_Source_USB3,Check_PowerRole_Sink,check ACE power role is sink or not,averagecoilcurrent.Only_W_parse_bit,10000,ace -r 0x1A,5,,0,0,,,
USBC,MLB_Source_USB3,Set_VBATT_4V3,set VBATT to 4.3V,powerboard.setbattvolt,10000,4.3,,,,,,,
USBC,MLB_Source_USB3,VDM_CC1_TO_FLOAT,VDM_CC1 connected to ACE_CC1,relay.relay,10000,VDM_CC1,DISCONNECT,,,,,,
USBC,MLB_Source_USB3,VUSB_Power_Off,USB power output disable,relay.relay,10000,VBUS_OUTPUT_CTL,OFF,,,,,,
USBC,MLB_Source_USB3,PPVBUS_USB_CONN_Disconnect,Disconnected PPVBUS_USB_CONN,relay.relay,10000,VDM_VBUS_TO_PPVBUS_USB_CONN,DISCONNECT,,,,,,
USBC,MLB_Source_USB3,PPVBUS_USB_PWR_Dis,disconnected fixture’s PPVBUS_USB_PWR,relay.relay,10000,PPVBUS_USB_PWR,DISCONNECT,,,,,,
USBC,MLB_Source_USB3,DELAY_1000MS_1,delay 1000ms,delay.delay,10000,1000,,ms,,,,,
USBC,MLB_Source_USB3,VDM_to_Sink,set VDM to sink mode,fixture.sendcmd,10000,change low hearder(region1),ACK,,,,,,
USBC,MLB_Source_USB3,DELAY_1000MS_2,delay 1000ms,delay.delay,10000,1000,,ms,,,,,
USBC,MLB_Source_USB3,IBATT_VBUS_Off,measure battery current in VBUS off,mlbsourcetest.calculate,10000,BATT_CURRENT_BIG,IBATT_VB_OFF,mA,50,250,,,
USBC,MLB_Source_USB3,PPVBUS_to_CCEload_1,connected PPVBUS_USB_CONN to CC load,relay.relay,10000,ELOAD_INPUT1_TO,PPVBUS_USB_CONN,,,,,,
USBC,MLB_Source_USB3,ACE_CC2_to_1K,ACE_CC2 connected to 1K resistor Ra,relay.relay,10000,ACE_CC2,TO_1K_GND,,,,,,
USBC,MLB_Source_USB3,DELAY_1000MS_3,delay 1000ms,delay.delay,10000,1000,,ms,,,,,
USBC,MLB_Source_USB3,VDM_CC1_TO_ACE_CC1,VDM_CC1 connected to ACE_CC1,relay.relay,10000,VDM_CC1,TO_ACE_CC1,,,,,,
USBC,MLB_Source_USB3,DELAY_2000MS_1,delay 2000ms,delay.delay,10000,2000,,ms,,,,,
USBC,MLB_Source_USB3,Pick_USBC_ACC1,pick USBC by ace,dut.diags,10000,ace --pick usbc,,,,,,,
USBC,MLB_Source_USB3,ACE_CC_Status_CC1,check ACE CC connect status,dut.diags_parse,10000,ace -r 0x69,,,01,01,,,
USBC,MLB_Source_USB3,Read_ACE_0x35,check ACE is source or not,averagecoilcurrent.Only_W_parse_bit,10000,ace -r 0x35,3,,,,,,
USBC,MLB_Source_USB3,Check_PowerRole_Source,check ACE power role is source or not,averagecoilcurrent.Only_W_parse_bit,10000,ace -r 0x1A,5,,1,1,,,
USBC,MLB_Source_USB3,PP5V2_ACE_BOOST_OUT_SourceMode,measure PP5V2_ACE_BOOST_OUT voltage,mlbsourcetest.calculate,10000,PP5V2_ACE_BOOST_OUT,VB_OUT_noEload,mV,4950,5500,,,
USBC,MLB_Source_USB3,PPVBUS_FB_Volt,measure_PPVBUS_USB_CONN_voltage_TP93D5,dmm.dmm,10000,PPVBUS_USB_CONN,,mV,4900,5500,,,3
USBC,MLB_Source_USB3,PPVBUS_Eload_volt,PPVBUS_USB_CONN connected to Eload’s voltage,dmm.dmm,10000,ELOAD_VOLTAGE_SENSE1,,mV,4900,5500,,,
USBC,MLB_Source_USB3,ACE_ReDriver_i2c_vid,Ace ReDriver vendor id,dut.diags_parse,10000,"ace --4cc DPMr --txdata ""0xA0 0x20"" --rxdata ""13""",<<ACE_ReDriver_i2c_vid>>,,0x13,0x13,,,
USBC,MLB_Source_USB3,ACE_ReDriver_i2c_did,Ace ReDriver device id,dut.parse,10000,ACE_Device,<<ACE_ReDriver_i2c_did>>,,0x12,0x12,,,
USBC,MLB_Source_USB3,Set_Eload_0mA,set CC load to 0mA,fixture.sendcmd,10000,eload set(1*cc*0),,,,,,,
USBC,MLB_Source_USB3,Eload_Enable,enable elaod,fixture.sendcmd,10000,eload enable(1),,,,,,,
USBC,MLB_Source_USB3,SS1_CC1_Connect_Status,run the USB3 smokey test check the connect status,mlbsourcetest.usb3_test_only,1000000,ACE_CC1,,,1,1,,,
USBC,MLB_Source_USB3,SS1_CC1_Link_state,check USB3 link state,mlbsourcetest.usb3_test_only,1000000,Link_state,,,1,1,,,
USBC,MLB_Source_USB3,SS1_CC1_Speed,check USB3 speed expect SS,mlbsourcetest.usb3_test_only,1000000,Speed,,,1,1,,,
USBC,MLB_Source_USB3,SS1_CC1_Link_ERRS,check link errors,mlbsourcetest.usb3_test_only,1000000,Link_error,,,0,50,,,
USBC,MLB_Source_USB3,SS1_CC1_Num_Tries,check the retry times,mlbsourcetest.usb3_test_only,1000000,ReDriver,,,1,3,,,
USBC,MLB_Source_USB3,DELAY_200MS_1,delay 200ms,delay.delay,10000,200,,ms,,,,,
USBC,MLB_Source_USB3,SS1_CC1_Gain,if return 1B or 6B then report gain result is 8.6,mlbsourcetest.usb3_gain,10000,"ace --4cc DPMr --txdata ""0xA0 0x20"" --rxdata ""13""",ss1_cc1_gain,,8.6,8.6,,,
USBC,MLB_Source_USB3,USB3_SHUT_DOWN,USB3 SHUT DOWN,dut.diags,10000,smokey USB3 --run --clean --test UsbShutdown,,,,,,,
USBC,MLB_Source_USB3,Power_Off_Disk_CC1,disconnected USB3.0 disk’s power,relay.relay,10000,USB3_TO_5V,DISCONNECT,,,,,,


USBC,MLB_Source_USB3,DELAY_200MS_3,delay 200ms,delay.delay,10000,200,,ms,,,,,
USBC,MLB_Source_USB3,PPVBUS_USB_Source_1,measure PPVBUS_USB_CONN voltage,dmm.dmm,10000,PPVBUS_USB_CONN,,mV,4900,5500,,,
USBC,MLB_Source_USB3,PPVBUS_Sense_to_CREload,PPVBUS_USB_CONN voltage sense connected to Eload,mlbsourcetest.setsense_connect,10000,ELOAD_VOLTAGE_SENSE1,,,,,,,
USBC,MLB_Source_USB3,CREload_Enable,CR Eload enable,fixture.sendcmd,10000,eload enable(1),,,,,,,
USBC,MLB_Source_USB3,Set_CR_Eload_1500mA,set CC Eload to 3.3ohm,fixture.sendcmd,10000,eload set(1*cr*3.3),,,,,,,
USBC,MLB_Source_USB3,DELAY_1000MS_4,delay 1000ms,delay.delay,10000,1000,,ms,,,,,
USBC,MLB_Source_USB3,PPVBUS_Curr_1.5A_CR,CC Eload current,powerboard.read_eload_current,10000,ELOAD_CURRENT_SENSE1,,mA,1300,1800,,,
USBC,MLB_Source_USB3,PPVBUS_Volt_1.5A_CR,measure PPVBUS_USB_CONN voltage,dmm.dmm,10000,PPVBUS_USB_CONN,,mV,4900,5500,,,
USBC,MLB_Source_USB3,CR_Set_Eload_0mA_1,,fixture.sendcmd,10000,eload set(1*cc*0),,,,,,,

